Date|Active Users|Favorites|Total Visits|Voice Chat|Camera|Date Created|Last Updated|Server Size|Genre|Title|Creator|Age Recommendation|gameID|Category|URL
2024-11-02 23:38:07|38671|7641436|4.1B+|Not Supported|Not Supported|11/2/2016|3/1/2024|7|Simulation|Build A Boat For Treasure|Chillz Studios|All Ages|537413528|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/537413528/Build-A-Boat-For-Treasure?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=537413528&playContext=gamesPage&position=11&sortPos=3&universeId=210851291
2024-11-02 23:38:11|22831|2438582|2.5B+|Not Supported|Not Supported|7/5/2020|10/31/2024|45|Roleplay & Avatar Sim|Gacha Online 🍭 RP [TRICK OR TREAT 🎃]|@SnowdustDev|All Ages|5289509545|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/5289509545/Gacha-Online-RP-TRICK-OR-TREAT?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=5289509545&playContext=gamesPage&position=51&sortPos=3&universeId=1852226622
2024-11-02 23:38:14|2351|15634|7.7M+|Not Supported|Not Supported|8/26/2024|10/5/2024|16|Action|Pick A Song|Better Song|All Ages|70771096364385|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/70771096364385/Pick-A-Song?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=70771096364385&playContext=gamesPage&position=36&sortPos=3&universeId=6470476189
2024-11-02 23:38:19|23703|679067|1.0B+|Not Supported|Not Supported|2/2/2023|10/28/2024|41|Action|Murderers VS Sheriffs Duels|Red21 Games|All Ages|12355337193|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/12355337193/Murderers-VS-Sheriffs-Duels?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=12355337193&playContext=gamesPage&position=19&sortPos=3&universeId=4348829796
2024-11-02 23:38:23|7937|1926971|76.4M+|Not Supported|Not Supported|7/5/2024|10/31/2024|15|Obby & Platformer|Chained [2 Player Obby]|1-Day|All Ages|18334179599|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/18334179599/Chained-2-Player-Obby?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=18334179599&playContext=gamesPage&position=5&sortPos=3&universeId=6215464786
2024-11-02 23:38:26|38783|4838938|2.3B+|Not Supported|Not Supported|1/20/2019|11/2/2024|16|Survival|3008 [2.73]|@uglyburger0|All Ages|2768379856|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/2768379856/3008-2-73?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=2768379856&playContext=gamesPage&position=3&sortPos=3&universeId=1000233041
2024-11-02 23:38:30|2996|842974|500.3M+|Not Supported|Not Supported|1/16/2022|11/2/2024|12|Simulation|[UPD] Weapon Fighting Simulator [3x🎃]|Lightning Dragon Studio|All Ages|8554378337|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/8554378337/UPD-Weapon-Fighting-Simulator-3x?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8554378337&playContext=gamesPage&position=12&sortPos=3&universeId=3262314006
2024-11-02 23:38:35|5673|643722|480.3M+|Not Supported|Not Supported|5/30/2021|11/2/2024|50|Social|MIC UP 🔊|Wild Roleplay|All Ages|6884319169|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/6884319169/MIC-UP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=6884319169&playContext=gamesPage&position=10&sortPos=3&universeId=2626227051
2024-11-02 23:38:38|1327|348776|237.6M+|Not Supported|Not Supported|2/7/2021|10/26/2024|80|Social|Salon de Fiestas|@Lweece|All Ages|6358567974|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/6358567974/Salon-de-Fiestas?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=6358567974&playContext=gamesPage&position=2&sortPos=3&universeId=2355999843
2024-11-02 23:38:42|3024|135368|152.2M+|Not Supported|Not Supported|10/2/2022|5/17/2024|15|Simulation|The Chosen One|@TomazDev|All Ages|11137575513|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/11137575513/The-Chosen-One?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=11137575513&playContext=gamesPage&position=24&sortPos=3&universeId=3983828495
2024-11-02 23:38:46|3932|471479|362.3M+|Not Supported|Not Supported|9/19/2020|10/16/2024|16|Party & Casual|🎃 Mega Hide and Seek! 👻|- Blox Games -|All Ages|5708035517|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/5708035517/Mega-Hide-and-Seek?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=5708035517&playContext=gamesPage&position=6&sortPos=3&universeId=2020908522
2024-11-02 23:38:50|3612|112908|22.3M+|Not Supported|Not Supported|9/3/2024|11/1/2024|12|Obby & Platformer|Drive it! [2 Player Obby] 🎃|density.|All Ages|100831517378953|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/100831517378953/Drive-it-2-Player-Obby?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=100831517378953&playContext=gamesPage&position=4&sortPos=3&universeId=6505212049
2024-11-02 23:38:54|8986|4461266|1.1B+|Not Supported|Not Supported|7/30/2009|10/20/2024|6|Simulation|🌳 Lumber Tycoon 2|@Defaultio|All Ages|13822889|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/13822889/Lumber-Tycoon-2?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=13822889&playContext=gamesPage&position=14&sortPos=3&universeId=2471084
2024-11-02 23:38:58|10971|823068|1.2B+|Not Supported|Not Supported|12/9/2021|11/1/2024|14|Sports & Racing|Football Fusion 2|XSTNS GAMES|All Ages|8204899140|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/8204899140/Football-Fusion-2?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8204899140&playContext=gamesPage&position=22&sortPos=3&universeId=3150475059
2024-11-02 23:39:02|10452|363908|31.4M+|Not Supported|Not Supported|2/23/2024|10/26/2024|16|RPG|Block Tales [Demo 3]|Spaceman Moonbase|All Ages|16483433878|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/16483433878/Block-Tales-Demo-3?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=16483433878&playContext=gamesPage&position=23&sortPos=3&universeId=5678284602
2024-11-02 23:39:06|2895|832454|204.6M+|Not Supported|Not Supported|1/18/2022|10/25/2024|50|Strategy|LOCOfficial!|Rawblocky|All Ages|8571687919|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/8571687919/LOCOfficial?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8571687919&playContext=gamesPage&position=1&sortPos=3&universeId=3267012194
2024-11-02 23:39:10|40969|24422261|1.0B+|Not Supported|Not Supported|4/3/2023|11/1/2024|23|Roleplay & Avatar Sim|Metro Life 🎃 City RP|Century Creators|All Ages|12985361032|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/12985361032/Metro-Life-City-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=12985361032&playContext=gamesPage&position=52&sortPos=3&universeId=4540138978
2024-11-02 23:39:15|10285|10621803|3.1B+|Not Supported|Not Supported|3/29/2008|10/12/2024|30|Survival|Natural Disaster Survival|@Stickmasterluke|All Ages|-|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/189707/Natural-Disaster-Survival?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=189707&playContext=gamesPage&position=39&sortPos=3&universeId=65241
2024-11-02 23:39:19|22157|18272991|7.1B+|Not Supported|Not Supported|1/7/2017|10/23/2024|28|Action|Jailbreak 🍁|Badimo|All Ages|606849621|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/606849621/Jailbreak?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=606849621&playContext=gamesPage&position=33&sortPos=3&universeId=245662005
2024-11-02 23:39:23|6882|802473|835.1M+|Not Supported|Not Supported|12/27/2021|11/1/2024|24|Roleplay & Avatar Sim|Redcliff City 🏡RP|Redcliff City RP|All Ages|8369888266|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/8369888266/Redcliff-City-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8369888266&playContext=gamesPage&position=7&sortPos=3&universeId=3204175584
2024-11-02 23:39:27|2546|1055324|280.1M+|Not Supported|Not Supported|3/25/2018|9/12/2024|16|Party & Casual|Free Draw|Free Draw! Community|All Ages|1547610457|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/1547610457/Free-Draw?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=1547610457&playContext=gamesPage&position=31&sortPos=3&universeId=604142934
2024-11-02 23:39:31|74736|3345053|1.1B+|Not Supported|Not Supported|7/6/2023|11/2/2024|28|Roleplay & Avatar Sim|LifeTogether 🏠 RP (UPDATE 33)|Cinnamon Software|All Ages|13967668166|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/13967668166/LifeTogether-RP-UPDATE-33?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=13967668166&playContext=gamesPage&position=37&sortPos=3&universeId=4839802560
2024-11-02 23:39:35|24039|1492278|1.2B+|Not Supported|Not Supported|7/10/2021|10/17/2024|8|Party & Casual|[UPDATE!] Speed Draw!|Studio Giraffe|All Ages|7074772062|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/7074772062/UPDATE-Speed-Draw?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=7074772062&playContext=gamesPage&position=38&sortPos=3&universeId=2729513759
2024-11-02 23:39:38|110844|2319108|4.5B+|Not Supported|Not Supported|1/8/2022|11/2/2024|30|Roleplay & Avatar Sim|Berry Avenue 🏠 RP|Amberry Games|All Ages|8481844229|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/8481844229/Berry-Avenue-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8481844229&playContext=gamesPage&position=21&sortPos=3&universeId=3240075297
2024-11-02 23:39:43|2875|6898417|2.1B+|Not Supported|Not Supported|7/29/2015|10/29/2024|12|Party & Casual|Epic Minigames [🎃QUEST]|@TypicalType|All Ages|277751860|Trending in Roleplay & Avatar Sim|https://www.roblox.com/games/277751860/Epic-Minigames-QUEST?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=105056b1-db67-4769-963c-0d1e7436fd02&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=277751860&playContext=gamesPage&position=47&sortPos=3&universeId=110181652
