Date|Active Users|Favorites|Total Visits|Voice Chat|Camera|Date Created|Last Updated|Server Size|Genre|Title|Creator|Age Recommendation|gameID|Category|URL
2024-11-02 23:56:54|113153|2319152|4.5B+|Not Supported|Not Supported|1/8/2022|11/2/2024|30|Roleplay & Avatar Sim|Berry Avenue 🏠 RP|Amberry Games|All Ages|8481844229|Trending in Sports & Racing|https://www.roblox.com/games/8481844229/Berry-Avenue-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=8481844229&playContext=gamesPage&position=21&sortPos=3&universeId=3240075297
2024-11-02 23:57:00|4316|906479|433.2M+|Not Supported|Not Supported|3/2/2019|10/27/2024|20|Simulation|Obby Creator|Whirlpool Studio|All Ages|2913303231|Trending in Sports & Racing|https://www.roblox.com/games/2913303231/Obby-Creator?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=2913303231&playContext=gamesPage&position=26&sortPos=3&universeId=1053132402
2024-11-02 23:57:04|23811|1492288|1.2B+|Not Supported|Not Supported|7/10/2021|10/17/2024|8|Party & Casual|[UPDATE!] Speed Draw!|Studio Giraffe|All Ages|7074772062|Trending in Sports & Racing|https://www.roblox.com/games/7074772062/UPDATE-Speed-Draw?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=7074772062&playContext=gamesPage&position=38&sortPos=3&universeId=2729513759
2024-11-02 23:57:10|23275|539799|313.1M+|Not Supported|Not Supported|9/12/2018|11/2/2024|10|Sports & Racing|[🎃] NFL Universe Football|NFL Universe Football by Voldex|All Ages|2338325648|Trending in Sports & Racing|https://www.roblox.com/games/2338325648/NFL-Universe-Football?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=2338325648&playContext=gamesPage&position=30&sortPos=3&universeId=184199275
2024-11-02 23:57:14|23865|679073|1.0B+|Not Supported|Not Supported|2/2/2023|10/28/2024|41|Action|Murderers VS Sheriffs Duels|Red21 Games|All Ages|12355337193|Trending in Sports & Racing|https://www.roblox.com/games/12355337193/Murderers-VS-Sheriffs-Duels?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=12355337193&playContext=gamesPage&position=19&sortPos=3&universeId=4348829796
2024-11-02 23:57:18|4261|39171|85.3M+|Not Supported|Not Supported|2/20/2024|11/2/2024|10|Sports & Racing|Touch Football|Touch Games|All Ages|16447934574|Trending in Sports & Racing|https://www.roblox.com/games/16447934574/Touch-Football?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=16447934574&playContext=gamesPage&position=32&sortPos=3&universeId=5666473198
2024-11-02 23:57:21|1364|348780|237.6M+|Not Supported|Not Supported|2/7/2021|10/26/2024|80|Social|Salon de Fiestas|@Lweece|All Ages|6358567974|Trending in Sports & Racing|https://www.roblox.com/games/6358567974/Salon-de-Fiestas?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=6358567974&playContext=gamesPage&position=2&sortPos=3&universeId=2355999843
2024-11-02 23:57:25|3681|112927|22.3M+|Not Supported|Not Supported|9/3/2024|11/1/2024|12|Obby & Platformer|Drive it! [2 Player Obby] 🎃|density.|All Ages|100831517378953|Trending in Sports & Racing|https://www.roblox.com/games/100831517378953/Drive-it-2-Player-Obby?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=100831517378953&playContext=gamesPage&position=4&sortPos=3&universeId=6505212049
2024-11-02 23:57:29|3458|13884364|715.8M+|Not Supported|Not Supported|2/28/2023|11/1/2024|22|Obby & Platformer|Teamwork Puzzles 2 (Obby)|Pear Pressure|All Ages|12641272458|Trending in Sports & Racing|https://www.roblox.com/games/12641272458/Teamwork-Puzzles-2-Obby?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=12641272458&playContext=gamesPage&position=42&sortPos=3&universeId=4434803478
2024-11-02 23:57:33|3334|6483715|1.5B+|Not Supported|Not Supported|2/19/2017|7/23/2024|8|Action|❓ LUCKY BLOCKS Battlegrounds|@silky_dev|All Ages|662417684|Trending in Sports & Racing|https://www.roblox.com/games/662417684/LUCKY-BLOCKS-Battlegrounds?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=18aa517f-19cf-46e1-9073-04ff5d4c0c7d&gameSetTargetId=203&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=53&page=gamesPage&placeId=662417684&playContext=gamesPage&position=15&sortPos=3&universeId=279565647
